Nama Produk,SKU Induk,Bulan,Tahun,Total_Terjual,Total_Transaksi,Rata_Harga,Total_Diskon,Ada_Event,Lag_1,Lag_2,Rolling_Mean_3,Produk_Encoded,Lag_3,Rolling_Mean_6,Tren,Kategori,Kategori_Encoded
Dress Wanita Formal Terbaru,DRE-045,11,2024,3.0,1.0,30900.0,45300.0,0.0,9.0,2.0,5.333333333333333,24,5.0,3.6666666666666665,7.0,Dress,4
Dress Wanita Formal Terbaru,DRE-019,12,2024,0.0,0.0,159109.375,0.0,0.0,3.0,9.0,4.666666666666667,24,2.0,4.0,-6.0,Dress,4
Dress Wanita Formal Terbaru,DRE-045,12,2024,4.0,1.0,33000.0,52000.0,0.0,0.0,3.0,4.0,24,9.0,4.0,-3.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,1,2024,15.0,4.0,328325.0,1488600.0,1.0,0.0,0.0,0.0,25,0.0,0.0,0.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,2,2024,1.0,1.0,288100.0,136900.0,0.0,15.0,0.0,15.0,25,0.0,15.0,15.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,3,2024,0.0,0.0,325110.1851851852,0.0,0.0,1.0,15.0,8.0,25,0.0,8.0,-14.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,4,2024,9.0,3.0,347166.6666666667,673100.0,1.0,0.0,1.0,5.333333333333333,25,15.0,5.333333333333333,-1.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,5,2024,0.0,0.0,325110.1851851852,0.0,0.0,9.0,0.0,3.3333333333333335,25,1.0,6.25,9.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,6,2024,11.0,3.0,309000.0,1377200.0,1.0,0.0,9.0,3.0,25,0.0,5.0,-9.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,7,2024,5.0,1.0,307400.0,588000.0,0.0,11.0,0.0,6.666666666666667,25,9.0,6.0,11.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,8,2024,3.0,1.0,386400.0,115800.0,1.0,5.0,11.0,5.333333333333333,25,0.0,4.333333333333333,-6.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,9,2024,3.0,1.0,332800.0,276600.0,0.0,3.0,5.0,6.333333333333333,25,11.0,4.666666666666667,-2.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,10,2024,5.0,2.0,324900.0,597100.0,0.0,3.0,3.0,3.6666666666666665,25,5.0,5.166666666666667,0.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,11,2024,4.0,1.0,301900.0,492400.0,0.0,5.0,3.0,3.6666666666666665,25,3.0,4.5,2.0,Dress,4
Dress Wanita Motif Bunga Import,DRE-012,12,2024,0.0,0.0,325110.1851851852,0.0,0.0,4.0,5.0,4.0,25,3.0,5.166666666666667,-1.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,1,2024,5.0,1.0,57100.0,19500.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,2,2024,3.0,1.0,40100.0,62700.0,0.0,5.0,0.0,5.0,26,0.0,5.0,5.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,3,2024,0.0,0.0,48596.2962962963,0.0,0.0,3.0,5.0,4.0,26,0.0,4.0,-2.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,4,2024,0.0,0.0,48596.2962962963,0.0,0.0,0.0,3.0,2.6666666666666665,26,5.0,2.6666666666666665,-3.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,5,2024,10.0,3.0,51400.0,112600.0,1.0,0.0,0.0,1.0,26,3.0,2.0,0.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,6,2024,6.0,2.0,50700.0,33400.0,1.0,10.0,0.0,3.3333333333333335,26,0.0,3.6,10.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,7,2024,1.0,1.0,51600.0,9400.0,0.0,6.0,10.0,5.333333333333333,26,0.0,4.0,-4.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,8,2024,3.0,1.0,45600.0,46200.0,0.0,1.0,6.0,5.666666666666667,26,10.0,3.3333333333333335,-5.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,9,2024,3.0,1.0,46700.0,42900.0,0.0,3.0,1.0,3.3333333333333335,26,6.0,3.3333333333333335,2.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,10,2024,0.0,0.0,48596.2962962963,0.0,0.0,3.0,3.0,2.3333333333333335,26,1.0,3.8333333333333335,0.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,11,2024,6.0,3.0,51066.666666666664,71800.0,1.0,0.0,3.0,2.0,26,3.0,3.8333333333333335,-3.0,Dress,4
Dress Wanita Motif Bunga Terbaru,DRE-051,12,2024,2.0,1.0,43100.0,35800.0,1.0,6.0,0.0,3.0,26,3.0,3.1666666666666665,6.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,1,2024,4.0,1.0,55000.0,24000.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,2,2024,4.0,1.0,55600.0,21600.0,0.0,4.0,0.0,4.0,27,0.0,4.0,4.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,3,2024,0.0,0.0,48813.333333333336,0.0,0.0,4.0,4.0,4.0,27,0.0,4.0,0.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,4,2024,4.0,2.0,55600.0,18000.0,1.0,0.0,4.0,2.6666666666666665,27,4.0,2.6666666666666665,-4.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,5,2024,6.0,3.0,42433.333333333336,107600.0,1.0,4.0,0.0,2.6666666666666665,27,4.0,3.0,4.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,6,2024,13.0,3.0,55200.0,73000.0,0.0,6.0,4.0,3.3333333333333335,27,0.0,3.6,2.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,7,2024,6.0,2.0,47900.0,60600.0,0.0,13.0,6.0,7.666666666666667,27,4.0,5.166666666666667,7.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,8,2024,4.0,1.0,42300.0,74800.0,0.0,6.0,13.0,8.333333333333334,27,6.0,5.5,-7.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,9,2024,8.0,2.0,47650.0,112100.0,1.0,4.0,6.0,7.666666666666667,27,13.0,5.5,-2.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,10,2024,0.0,0.0,48813.333333333336,0.0,0.0,8.0,4.0,6.0,27,6.0,6.833333333333333,4.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,11,2024,3.0,2.0,46950.0,42300.0,0.0,0.0,8.0,4.0,27,4.0,6.166666666666667,-8.0,Dress,4
Dress Wanita Polos Bahan Adem,DRE-061,12,2024,4.0,1.0,39500.0,86000.0,1.0,3.0,0.0,3.6666666666666665,27,8.0,5.666666666666667,3.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,1,2024,0.0,0.0,201062.03703703702,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,2,2024,0.0,0.0,201062.03703703702,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,3,2024,3.0,1.0,213900.0,90300.0,1.0,0.0,0.0,0.0,28,0.0,0.0,0.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,4,2024,2.0,1.0,215000.0,58000.0,1.0,3.0,0.0,1.0,28,0.0,1.0,3.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,5,2024,5.0,1.0,229800.0,71000.0,0.0,2.0,3.0,1.6666666666666667,28,0.0,1.25,-1.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,6,2024,7.0,3.0,185900.0,346100.0,0.0,5.0,2.0,3.3333333333333335,28,3.0,2.0,3.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,7,2024,4.0,2.0,190850.0,229500.0,0.0,7.0,5.0,4.666666666666667,28,2.0,2.8333333333333335,2.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,8,2024,9.0,4.0,190325.0,533600.0,1.0,4.0,7.0,5.333333333333333,28,5.0,3.5,-3.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,9,2024,7.0,3.0,189733.33333333334,303700.0,0.0,9.0,4.0,6.666666666666667,28,7.0,5.0,5.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,10,2024,6.0,2.0,206550.0,162100.0,0.0,7.0,9.0,6.666666666666667,28,4.0,5.666666666666667,-2.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,11,2024,2.0,2.0,187500.0,113000.0,0.0,6.0,7.0,7.333333333333333,28,9.0,6.333333333333333,-1.0,Dress,4
Dress Wanita Polos Terbaru,DRE-066,12,2024,0.0,0.0,201062.03703703702,0.0,0.0,2.0,6.0,5.0,28,7.0,5.833333333333333,-4.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,1,2024,11.0,3.0,276133.3333333333,1185000.0,1.0,0.0,0.0,0.0,29,0.0,0.0,0.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,2,2024,5.0,1.0,319000.0,300000.0,0.0,11.0,0.0,11.0,29,0.0,11.0,11.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,3,2024,0.0,0.0,281997.9166666666,0.0,0.0,5.0,11.0,8.0,29,0.0,8.0,-6.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,4,2024,4.0,1.0,228700.0,601200.0,1.0,0.0,5.0,5.333333333333333,29,11.0,5.333333333333333,-5.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,5,2024,0.0,0.0,281997.9166666666,0.0,0.0,4.0,0.0,3.0,29,5.0,5.0,4.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,6,2024,9.0,2.0,261000.0,1033300.0,0.0,0.0,4.0,1.3333333333333333,29,0.0,4.0,-4.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,7,2024,0.0,0.0,281997.9166666666,0.0,0.0,9.0,0.0,4.333333333333333,29,4.0,4.833333333333333,9.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,8,2024,1.0,1.0,238900.0,140100.0,0.0,0.0,9.0,3.0,29,0.0,3.0,-9.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,9,2024,6.0,2.0,328400.0,325200.0,0.0,1.0,0.0,3.3333333333333335,29,9.0,2.3333333333333335,1.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,10,2024,9.0,2.0,302400.0,645500.0,0.0,6.0,1.0,2.3333333333333335,29,0.0,3.3333333333333335,5.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,11,2024,0.0,0.0,281997.9166666666,0.0,0.0,9.0,6.0,5.333333333333333,29,1.0,4.166666666666667,3.0,Dress,4
Dress Wanita Slim Fit Import,DRE-086,12,2024,4.0,2.0,301450.0,310200.0,1.0,0.0,9.0,5.0,29,6.0,4.166666666666667,-9.0,Dress,4
Hijab Wanita Casual Import,HIJ-060,1,2024,12.0,4.0,157975.0,312500.0,1.0,0.0,0.0,0.0,30,0.0,0.0,0.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,2,2024,10.0,2.0,135500.0,455000.0,1.0,12.0,0.0,12.0,30,0.0,12.0,12.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,3,2024,0.0,0.0,143209.375,0.0,0.0,10.0,12.0,11.0,30,0.0,11.0,-2.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,4,2024,0.0,0.0,143209.375,0.0,0.0,0.0,10.0,7.333333333333333,30,12.0,7.333333333333333,-10.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,5,2024,3.0,1.0,141700.0,117900.0,0.0,0.0,0.0,3.3333333333333335,30,10.0,5.5,0.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,6,2024,0.0,0.0,143209.375,0.0,0.0,3.0,0.0,1.0,30,0.0,5.0,3.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,7,2024,6.0,2.0,140050.0,273400.0,0.0,0.0,3.0,1.0,30,0.0,4.166666666666667,-3.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,8,2024,8.0,2.0,134250.0,330100.0,0.0,6.0,0.0,3.0,30,3.0,3.1666666666666665,6.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,9,2024,5.0,1.0,124300.0,283500.0,1.0,8.0,6.0,4.666666666666667,30,0.0,2.8333333333333335,2.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,10,2024,9.0,2.0,140600.0,393300.0,0.0,5.0,8.0,6.333333333333333,30,6.0,3.6666666666666665,-3.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,11,2024,2.0,1.0,171300.0,19400.0,1.0,9.0,5.0,7.333333333333333,30,8.0,5.166666666666667,4.0,Hijab,5
Hijab Wanita Casual Import,HIJ-060,12,2024,0.0,0.0,143209.375,0.0,0.0,2.0,9.0,5.333333333333333,30,5.0,5.0,-7.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,1,2024,8.0,2.0,68900.0,230400.0,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,2,2024,9.0,3.0,79933.33333333333,187400.0,0.0,8.0,0.0,8.0,31,0.0,8.0,8.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,3,2024,0.0,0.0,79072.91666666666,0.0,0.0,9.0,8.0,8.5,31,0.0,8.5,1.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,4,2024,0.0,0.0,79072.91666666666,0.0,0.0,0.0,9.0,5.666666666666667,31,8.0,5.666666666666667,-9.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,5,2024,3.0,1.0,74100.0,68700.0,0.0,0.0,0.0,3.0,31,9.0,4.25,0.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,6,2024,6.0,2.0,86000.0,58000.0,0.0,3.0,0.0,1.0,31,0.0,4.0,3.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,7,2024,3.0,1.0,79100.0,53700.0,1.0,6.0,3.0,3.0,31,0.0,4.333333333333333,3.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,8,2024,3.0,2.0,78050.0,45700.0,1.0,3.0,6.0,4.0,31,3.0,3.5,-3.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,9,2024,0.0,0.0,79072.91666666666,0.0,0.0,3.0,3.0,4.0,31,6.0,2.5,0.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,10,2024,1.0,1.0,75600.0,21400.0,0.0,0.0,3.0,2.0,31,3.0,2.5,-3.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,11,2024,0.0,0.0,79072.91666666666,0.0,0.0,1.0,0.0,1.3333333333333333,31,3.0,2.6666666666666665,1.0,Hijab,5
Hijab Wanita Formal Bahan Adem,HIJ-047,12,2024,2.0,1.0,90900.0,12200.0,0.0,0.0,1.0,0.3333333333333333,31,0.0,2.1666666666666665,-1.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,1,2024,6.0,2.0,345050.0,570600.0,1.0,0.0,0.0,0.0,32,0.0,0.0,0.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,1,2024,2.0,1.0,52800.0,14400.0,0.0,6.0,0.0,6.0,32,0.0,6.0,6.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,2,2024,1.0,1.0,330900.0,112100.0,1.0,2.0,6.0,4.0,32,0.0,4.0,-4.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,2,2024,0.0,0.0,176458.5185185185,0.0,0.0,1.0,2.0,3.0,32,6.0,3.0,-1.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,3,2024,0.0,0.0,176458.5185185185,0.0,0.0,0.0,1.0,1.0,32,2.0,2.25,-1.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,3,2024,4.0,1.0,52200.0,31200.0,1.0,0.0,0.0,0.3333333333333333,32,1.0,1.8,0.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,4,2024,10.0,3.0,304533.3333333333,1215000.0,1.0,4.0,0.0,1.3333333333333333,32,0.0,2.1666666666666665,4.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,4,2024,4.0,1.0,54500.0,22000.0,0.0,10.0,4.0,4.666666666666667,32,0.0,2.8333333333333335,6.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,5,2024,3.0,1.0,301400.0,424800.0,0.0,4.0,10.0,6.0,32,4.0,3.1666666666666665,-6.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,5,2024,6.0,2.0,51200.0,58400.0,0.0,3.0,4.0,5.666666666666667,32,10.0,3.5,-1.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,6,2024,2.0,1.0,284200.0,317600.0,0.0,6.0,3.0,4.333333333333333,32,4.0,4.5,3.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,6,2024,5.0,1.0,50600.0,47000.0,1.0,2.0,6.0,3.6666666666666665,32,3.0,4.833333333333333,-4.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,7,2024,0.0,0.0,176458.5185185185,0.0,0.0,5.0,2.0,4.333333333333333,32,6.0,5.0,3.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,7,2024,3.0,3.0,45700.0,42900.0,1.0,0.0,5.0,2.3333333333333335,32,2.0,3.3333333333333335,-5.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,8,2024,7.0,3.0,354133.3333333333,538800.0,0.0,3.0,0.0,2.6666666666666665,32,5.0,3.1666666666666665,3.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,8,2024,11.0,3.0,46366.666666666664,150300.0,0.0,7.0,3.0,3.3333333333333335,32,0.0,3.8333333333333335,4.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,9,2024,0.0,0.0,176458.5185185185,0.0,0.0,11.0,7.0,7.0,32,3.0,4.666666666666667,4.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,9,2024,9.0,2.0,47600.0,102800.0,0.0,0.0,11.0,6.0,32,7.0,4.333333333333333,-11.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,10,2024,18.0,5.0,357120.0,1441100.0,1.0,9.0,0.0,6.666666666666667,32,11.0,5.0,9.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,10,2024,3.0,1.0,47400.0,37800.0,0.0,18.0,9.0,9.0,32,0.0,8.0,9.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,11,2024,0.0,0.0,176458.5185185185,0.0,0.0,3.0,18.0,10.0,32,9.0,8.0,-15.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,11,2024,0.0,0.0,176458.5185185185,0.0,0.0,0.0,3.0,7.0,32,18.0,6.833333333333333,-3.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-048,12,2024,3.0,1.0,409800.0,99600.0,1.0,0.0,0.0,1.0,32,3.0,5.0,0.0,Hijab,5
Hijab Wanita Formal Elegan,HIJ-057,12,2024,4.0,2.0,40750.0,77000.0,1.0,3.0,0.0,1.0,32,0.0,5.5,3.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,1,2024,11.0,4.0,340650.0,916700.0,1.0,0.0,0.0,0.0,33,0.0,0.0,0.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,2,2024,5.0,1.0,259600.0,812000.0,0.0,11.0,0.0,11.0,33,0.0,11.0,11.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,3,2024,0.0,0.0,308375.0,0.0,0.0,5.0,11.0,8.0,33,0.0,8.0,-6.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,4,2024,4.0,1.0,372100.0,199600.0,0.0,0.0,5.0,5.333333333333333,33,11.0,5.333333333333333,-5.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,5,2024,0.0,0.0,308375.0,0.0,0.0,4.0,0.0,3.0,33,5.0,5.0,4.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,6,2024,0.0,0.0,308375.0,0.0,0.0,0.0,4.0,1.3333333333333333,33,0.0,4.0,-4.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,7,2024,3.0,2.0,277800.0,414600.0,0.0,0.0,0.0,1.3333333333333333,33,4.0,3.3333333333333335,0.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,8,2024,7.0,2.0,321650.0,717000.0,0.0,3.0,0.0,1.0,33,0.0,2.0,3.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,9,2024,9.0,2.0,307550.0,1060100.0,1.0,7.0,3.0,3.3333333333333335,33,0.0,2.3333333333333335,4.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,10,2024,7.0,2.0,298550.0,898800.0,1.0,9.0,7.0,6.333333333333333,33,3.0,3.8333333333333335,2.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,11,2024,1.0,1.0,289100.0,132900.0,0.0,7.0,9.0,7.666666666666667,33,7.0,4.333333333333333,-2.0,Hijab,5
Hijab Wanita Vintage Bahan Adem,HIJ-037,12,2024,0.0,0.0,308375.0,0.0,0.0,1.0,7.0,5.666666666666667,33,9.0,4.5,-6.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,1,2024,0.0,0.0,64216.666666666664,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,2,2024,0.0,0.0,64216.666666666664,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,3,2024,0.0,0.0,64216.666666666664,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,4,2024,0.0,0.0,64216.666666666664,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,5,2024,5.0,1.0,79900.0,30500.0,1.0,0.0,0.0,0.0,34,0.0,0.0,0.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,6,2024,1.0,1.0,72600.0,13400.0,0.0,5.0,0.0,1.6666666666666667,34,0.0,1.0,5.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,7,2024,2.0,1.0,52300.0,67400.0,0.0,1.0,5.0,2.0,34,0.0,1.0,-4.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,8,2024,1.0,1.0,53400.0,32600.0,1.0,2.0,1.0,2.6666666666666665,34,5.0,1.3333333333333333,1.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,9,2024,0.0,0.0,64216.666666666664,0.0,0.0,1.0,2.0,1.3333333333333333,34,1.0,1.5,-1.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,10,2024,2.0,1.0,57300.0,57400.0,1.0,0.0,1.0,1.0,34,2.0,1.5,-1.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,11,2024,5.0,2.0,69800.0,81600.0,1.0,2.0,0.0,1.0,34,1.0,1.8333333333333333,2.0,Hijab,5
Hijab Wanita Vintage Terbaru,HIJ-025,12,2024,0.0,0.0,64216.666666666664,0.0,0.0,5.0,2.0,2.3333333333333335,34,0.0,1.8333333333333333,3.0,Hijab,5
Jaket Wanita Basic Elegan,JAK-050,1,2024,0.0,0.0,218376.1904761905,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,2,2024,0.0,0.0,218376.1904761905,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,3,2024,0.0,0.0,218376.1904761905,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,4,2024,5.0,1.0,249300.0,98500.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,5,2024,7.0,3.0,211233.33333333334,289700.0,0.0,5.0,0.0,1.6666666666666667,35,0.0,1.25,5.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,6,2024,5.0,1.0,181900.0,435500.0,0.0,7.0,5.0,4.0,35,0.0,2.4,2.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,7,2024,13.0,4.0,216650.0,692200.0,0.0,5.0,7.0,5.666666666666667,35,5.0,2.8333333333333335,-2.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,8,2024,2.0,1.0,218700.0,100600.0,0.0,13.0,5.0,8.333333333333334,35,7.0,5.0,8.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,9,2024,5.0,2.0,203350.0,293800.0,1.0,2.0,13.0,6.666666666666667,35,5.0,5.333333333333333,-11.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,10,2024,0.0,0.0,218376.1904761905,0.0,0.0,5.0,2.0,6.666666666666667,35,13.0,6.166666666666667,3.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,11,2024,0.0,0.0,218376.1904761905,0.0,0.0,0.0,5.0,2.3333333333333335,35,2.0,5.333333333333333,-5.0,Jaket,6
Jaket Wanita Basic Elegan,JAK-050,12,2024,3.0,1.0,247500.0,64500.0,1.0,0.0,0.0,1.6666666666666667,35,5.0,4.166666666666667,0.0,Jaket,6
Jaket Wanita Formal Murah,JAK-015,1,2024,5.0,1.0,356000.0,165000.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,Jaket,6
Jaket Wanita Formal Murah,JAK-015,2,2024,3.0,1.0,344800.0,132600.0,0.0,5.0,0.0,5.0,36,0.0,5.0,5.0,Jaket,6
Jaket Wanita Formal Murah,JAK-015,3,2024,5.0,1.0,361500.0,137500.0,1.0,3.0,5.0,4.0,36,0.0,4.0,-2.0,Jaket,6
Jaket Wanita Formal Murah,JAK-015,4,2024,7.0,2.0,348600.0,265600.0,1.0,5.0,3.0,4.333333333333333,36,5.0,4.333333333333333,2.0,Jaket,6
Jaket Wanita Formal Murah,JAK-015,5,2024,1.0,1.0,301700.0,87300.0,0.0,7.0,5.0,5.0,36,3.0,5.0,2.0,Jaket,6
Jaket Wanita Formal Murah,JAK-015,6,2024,5.0,1.0,342500.0,232500.0,0.0,1.0,7.0,4.333333333333333,36,5.0,4.2,-6.0,Jaket,6
Jaket Wanita Formal Murah,JAK-015,7,2024,8.0,3.0,295000.0,598200.0,0.0,5.0,1.0,4.333333333333333,36,7.0,4.333333333333333,4.0,Jaket,6
Jaket Wanita Formal Murah,JAK-015,8,2024,0.0,0.0,323555.55555555556,0.0,0.0,8.0,5.0,4.666666666666667,36,1.0,4.833333333333333,3.0,Jaket,6
Jaket Wanita Formal Murah,JAK-015,9,2024,4.0,1.0,326700.0,249200.0,0.0,0.0,8.0,4.333333333333333,36,5.0,4.333333333333333,-8.0,Jaket,6
Jaket Wanita Formal Murah,JAK-015,10,2024,4.0,1.0,235200.0,615200.0,0.0,4.0,0.0,4.0,36,8.0,4.166666666666667,4.0,Jaket,6
